Date,Organization,Region,Product_Category,Product_Name,Units_Sold,Revenue,Cost,Profit,Inventory_Level,Promotion,Holiday
2023-11-16,XYZ Stores,North,Grocery,Keyboard,135,50760,33380.52,17379.48,1359,No,Yes
2023-01-19,Global Mart,North,Fashion,Mouse,379,913769,775236.68,138532.32,1622,No,No
2024-10-09,ABC Retail,West,Grocery,Smartphone,398,929330,694731.94,234598.06,3225,No,No
2024-02-18,Global Mart,West,Appliances,Air Conditioner,488,722728,463876.61,258851.39,2065,Yes,No
2023-12-24,Future Bazaar,West,Furniture,Smartphone,25,63050,50605.34,12444.66,1547,No,No
2024-05-22,Global Mart,Central,Appliances,Monitor,299,730158,489491.94,240666.06,2418,No,No
2025-02-19,ABC Retail,South,Furniture,Rice 10kg,30,118740,88383.55,30356.45,1639,Yes,No
2025-11-03,Future Bazaar,Central,Grocery,Monitor,187,207757,133163.56,74593.44,1085,No,No
2025-04-29,ABC Retail,West,Electronics,Dining Table,257,1169093,896129.03,272963.97,1314,No,Yes
2023-10-21,ABC Retail,Central,Fashion,Mouse,218,766052,555372.34,210679.66,717,Yes,No
2023-05-17,XYZ Stores,East,Appliances,Office Chair,420,1941660,1400990.69,540669.31,2274,No,No
2024-11-21,XYZ Stores,Central,Electronics,Refrigerator,430,1095640,828419.74,267220.26,2060,No,No
2023-06-24,Prime Wholesale,Central,Electronics,Keyboard,32,124672,95238.66,29433.34,572,No,No
2024-06-16,Prime Wholesale,West,Electronics,Office Chair,349,494184,278945.03,215238.97,3424,Yes,No
2023-08-15,Prime Wholesale,South,Appliances,Air Conditioner,245,242795,196102.37,46692.63,2128,No,No
2025-08-09,Prime Wholesale,Central,Furniture,Mouse,479,1013564,799572.44,213991.56,1801,No,No
2025-10-23,ABC Retail,West,Appliances,Refrigerator,37,38443,25700.66,12742.34,284,No,Yes
2023-04-28,Prime Wholesale,South,Appliances,T-Shirt,63,111699,79657.22,32041.78,3223,No,Yes
2025-05-17,ABC Retail,West,Fashion,Keyboard,407,315018,219838.26,95179.74,4686,No,No
2025-05-07,Future Bazaar,North,Fashion,Table,239,956956,615857.8,341098.2,3916,No,Yes
2023-06-24,Prime Wholesale,North,Electronics,Monitor,231,668052,391520.0,276532.0,4075,Yes,No
2023-01-12,Future Bazaar,Central,Fashion,Dining Table,25,20475,13102.77,7372.23,4452,Yes,No
2023-08-13,Global Mart,West,Grocery,Air Conditioner,480,1764000,1212571.36,551428.64,538,No,No
2024-04-15,ABC Retail,Central,Fashion,Smartphone,437,586017,424664.62,161352.38,3452,No,Yes
2023-08-21,XYZ Stores,North,Furniture,Washing Machine,26,87620,51892.15,35727.85,510,No,No
2025-10-03,ABC Retail,North,Fashion,Printer,360,1289880,958181.78,331698.22,265,No,No
2023-06-08,ABC Retail,South,Appliances,Rice 10kg,498,2430738,1382265.82,1048472.18,2345,Yes,No
2023-01-15,Prime Wholesale,South,Furniture,Sofa,233,872352,728170.85,144181.15,1982,No,No
2024-06-03,ABC Retail,North,Grocery,Air Conditioner,437,258704,146166.13,112537.87,1596,No,No
2023-09-29,Global Mart,South,Electronics,Refrigerator,77,153230,107179.91,46050.09,406,No,No
2023-11-07,Future Bazaar,West,Grocery,Air Conditioner,367,361495,200235.29,161259.71,3692,No,No
2023-09-02,Prime Wholesale,South,Fashion,Dining Table,345,355005,275907.42,79097.58,4332,No,No
2023-04-03,XYZ Stores,West,Appliances,Refrigerator,95,305425,169092.73,136332.27,3633,No,No
2023-06-19,Global Mart,Central,Grocery,Mouse,261,644409,453924.98,190484.02,4494,No,No
2023-01-10,Global Mart,South,Grocery,Laptop,237,369957,247631.08,122325.92,3793,No,No
2025-09-06,Global Mart,North,Grocery,Table,413,300664,168307.31,132356.69,2815,No,No
2025-05-10,Future Bazaar,North,Furniture,Laptop,477,377784,248420.76,129363.24,203,No,No
2023-11-11,XYZ Stores,North,Electronics,Printer,212,246768,138604.4,108163.6,2451,No,No
2024-12-09,Prime Wholesale,East,Fashion,Table,265,1284190,923329.26,360860.74,4004,Yes,No
2023-11-23,Future Bazaar,South,Fashion,Dining Table,163,773761,518638.48,255122.52,2725,Yes,No
2023-04-22,Global Mart,West,Furniture,Dining Table,112,343952,254804.02,89147.98,4116,No,No
2023-02-09,Future Bazaar,East,Furniture,Mouse,456,1690392,1108526.59,581865.41,2530,No,No
2023-10-06,Prime Wholesale,North,Electronics,Air Conditioner,374,254320,169770.6,84549.4,3882,Yes,No
2024-11-10,Global Mart,East,Fashion,Refrigerator,400,1302400,835076.42,467323.58,4989,Yes,No
2025-01-20,XYZ Stores,South,Appliances,Mouse,178,371664,289050.78,82613.22,1185,No,No
2024-05-10,Prime Wholesale,Central,Electronics,Washing Machine,388,1517468,1282954.73,234513.27,4136,No,No
2024-03-18,Global Mart,South,Electronics,Laptop,171,760779,551665.07,209113.93,3957,No,No
2025-07-05,ABC Retail,East,Fashion,Laptop,366,1061400,747391.54,314008.46,2586,No,No
2025-10-21,ABC Retail,North,Furniture,Washing Machine,416,110656,89093.74,21562.26,730,Yes,No
2023-09-19,ABC Retail,North,Fashion,Dining Table,349,499419,298251.97,201167.03,2206,No,No
2025-08-20,Future Bazaar,South,Electronics,Office Chair,483,1909782,1340670.39,569111.61,92,No,Yes
2025-04-05,Future Bazaar,East,Appliances,Office Chair,298,415114,333329.66,81784.34,1042,No,Yes
2023-07-12,Prime Wholesale,East,Grocery,Refrigerator,462,1620234,1310432.53,309801.47,3713,Yes,No
2024-03-27,Global Mart,North,Appliances,Keyboard,437,1451714,936304.57,515409.43,2616,No,No
2025-10-11,Future Bazaar,North,Electronics,Refrigerator,92,308200,170634.02,137565.98,3247,No,No
2023-05-20,ABC Retail,West,Appliances,Printer,410,1250090,812827.26,437262.74,937,No,No
2023-01-19,Future Bazaar,North,Appliances,Rice 10kg,223,350779,214543.6,136235.4,3815,No,No
2023-08-03,Future Bazaar,Central,Furniture,Dining Table,412,93524,72507.47,21016.53,2811,No,Yes
2023-07-21,Prime Wholesale,West,Electronics,T-Shirt,26,64194,54000.18,10193.82,3595,No,No
2025-10-15,Global Mart,South,Fashion,Keyboard,396,1969308,1388434.97,580873.03,2683,No,No
2023-08-07,Global Mart,North,Fashion,Refrigerator,166,268588,224385.66,44202.34,4548,No,No
2025-03-12,ABC Retail,North,Electronics,Washing Machine,415,764430,549700.08,214729.92,4245,Yes,Yes
2025-12-24,Prime Wholesale,East,Grocery,T-Shirt,92,117484,80444.28,37039.72,1321,No,No
2023-01-25,ABC Retail,North,Fashion,Office Chair,293,887204,590597.56,296606.44,1970,Yes,No
2023-02-15,XYZ Stores,South,Grocery,Printer,115,31625,23702.89,7922.11,4835,Yes,No
2024-01-02,ABC Retail,East,Furniture,Office Chair,280,1354920,921780.52,433139.48,909,No,No
2023-06-19,ABC Retail,Central,Fashion,Dining Table,443,1045037,638734.35,406302.65,2834,Yes,No
2025-08-01,Global Mart,South,Electronics,Washing Machine,299,702650,483199.87,219450.13,1601,Yes,No
2024-09-30,Global Mart,South,Electronics,Monitor,284,700344,499538.7,200805.3,1961,No,No
2024-05-08,ABC Retail,North,Fashion,Refrigerator,499,1325344,961317.96,364026.04,2962,No,No
2024-07-21,Global Mart,East,Fashion,Printer,196,571732,422552.35,149179.65,2091,No,No
2023-04-02,Global Mart,South,Electronics,Air Conditioner,27,4374,2789.37,1584.63,4401,No,No
2023-03-29,Global Mart,South,Electronics,Laptop,333,1124874,713520.43,411353.57,1687,Yes,No
2024-10-06,Global Mart,Central,Fashion,Office Chair,211,457448,354079.84,103368.16,852,No,Yes
2023-05-20,ABC Retail,Central,Appliances,Dining Table,453,1100790,775508.42,325281.58,1963,No,No
2024-06-27,XYZ Stores,North,Furniture,Table,64,258240,202952.71,55287.29,2904,Yes,No
2025-04-08,Global Mart,North,Appliances,Table,146,164834,118023.02,46810.98,136,No,No
2024-02-18,Prime Wholesale,Central,Appliances,Sofa,322,979524,718151.76,261372.24,4640,No,No
2024-08-19,XYZ Stores,North,Electronics,Sofa,459,268056,206328.15,61727.85,548,Yes,No
2025-10-16,XYZ Stores,West,Grocery,Sofa,124,381796,223550.92,158245.08,2344,Yes,No
2023-04-28,Global Mart,Central,Electronics,Dining Table,408,1449624,1214725.25,234898.75,3410,No,No
2023-11-26,XYZ Stores,East,Appliances,Printer,433,237284,145004.29,92279.71,1970,No,No
2023-07-24,Prime Wholesale,South,Electronics,Monitor,57,253080,148092.59,104987.41,1398,No,No
2025-03-27,ABC Retail,East,Electronics,Washing Machine,112,103040,80674.84,22365.16,1838,No,No
2024-02-20,Future Bazaar,North,Electronics,Air Conditioner,291,368697,203887.09,164809.91,554,No,No
2025-08-04,Prime Wholesale,East,Grocery,Smartphone,127,497332,352843.73,144488.27,4058,No,No
2025-07-30,Global Mart,South,Fashion,Dining Table,39,85956,67996.46,17959.54,2389,No,No
2025-12-08,Prime Wholesale,West,Appliances,Washing Machine,182,778414,515808.78,262605.22,1819,No,No
2023-07-25,Future Bazaar,East,Fashion,Rice 10kg,329,1393315,795045.19,598269.81,2940,No,No
2025-06-16,Future Bazaar,West,Furniture,Air Conditioner,71,97909,68066.02,29842.98,3625,No,Yes
2023-09-07,XYZ Stores,West,Electronics,Office Chair,323,643416,454458.85,188957.15,93,No,No
2025-06-13,ABC Retail,East,Appliances,Table,229,463725,359383.79,104341.21,853,No,No
2025-07-26,Global Mart,East,Electronics,Keyboard,341,615505,415152.81,200352.19,1004,No,No
2024-10-11,ABC Retail,South,Furniture,Smartphone,309,1418310,860029.31,558280.69,420,No,No
2025-01-05,ABC Retail,East,Grocery,Sofa,378,182574,130504.41,52069.59,4301,No,No
2025-07-11,Prime Wholesale,West,Fashion,Table,365,1113250,700668.98,412581.02,3990,No,No
2024-01-27,Prime Wholesale,Central,Grocery,Dining Table,266,1023568,642670.64,380897.36,1590,No,No
2025-06-20,Prime Wholesale,Central,Furniture,Smartphone,226,497878,303864.67,194013.33,2428,No,No
2024-11-18,Prime Wholesale,East,Appliances,Table,36,124092,101870.61,22221.39,1524,No,No
2023-09-10,Global Mart,Central,Grocery,Printer,278,820100,456572.44,363527.56,4653,No,No
2023-06-15,ABC Retail,West,Grocery,Table,424,1106216,912607.17,193608.83,3476,No,No
2023-05-18,Prime Wholesale,East,Grocery,Smartphone,348,934032,533144.06,400887.94,622,No,No
2023-07-30,Future Bazaar,Central,Grocery,T-Shirt,352,264000,218787.85,45212.15,3684,No,No
2023-06-19,Global Mart,Central,Furniture,Washing Machine,477,542349,306971.92,235377.08,1148,Yes,No
2024-07-24,ABC Retail,West,Electronics,Dining Table,354,922170,660648.41,261521.59,665,No,No
2025-07-31,XYZ Stores,West,Furniture,Laptop,218,934784,780192.52,154591.48,424,Yes,No
2024-06-15,XYZ Stores,Central,Appliances,Smartphone,231,644490,478024.45,166465.55,854,No,No
2025-05-25,Prime Wholesale,South,Electronics,Rice 10kg,433,1724206,975205.41,749000.59,4773,Yes,No
2024-06-02,Global Mart,Central,Electronics,Office Chair,473,498542,406724.54,91817.46,4324,Yes,No
2024-09-22,Future Bazaar,West,Appliances,Monitor,322,428260,344413.71,83846.29,3906,No,No
2024-05-08,XYZ Stores,East,Fashion,Smartphone,20,23880,14644.12,9235.88,2825,Yes,No
2024-04-29,ABC Retail,West,Grocery,Sofa,93,378510,320064.71,58445.29,241,Yes,No
2025-12-19,Future Bazaar,Central,Appliances,Rice 10kg,147,622398,410582.71,211815.29,2198,Yes,No
2023-06-15,XYZ Stores,East,Fashion,Sofa,392,775768,462728.23,313039.77,2193,Yes,No
2023-08-26,ABC Retail,North,Furniture,Mouse,417,1369011,824518.39,544492.61,2203,Yes,No
2025-02-28,Future Bazaar,North,Furniture,Dining Table,406,319522,228193.43,91328.57,1576,No,No
2024-01-28,Prime Wholesale,North,Fashion,Refrigerator,49,191198,135144.11,56053.89,3159,No,No
2023-08-15,Future Bazaar,East,Electronics,Sofa,57,174363,113069.16,61293.84,2585,Yes,No
2025-09-05,Future Bazaar,West,Electronics,Air Conditioner,86,170366,138146.69,32219.31,1745,Yes,No
2023-04-30,Future Bazaar,East,Appliances,Printer,229,34808,22054.1,12753.9,2835,No,No
2024-02-26,ABC Retail,East,Furniture,Office Chair,209,500346,360938.67,139407.33,748,No,No
2023-12-15,ABC Retail,North,Appliances,Table,264,1058112,637551.57,420560.43,3608,No,No
2024-09-30,ABC Retail,West,Electronics,Laptop,435,163125,108145.2,54979.8,960,Yes,No
2023-04-19,Global Mart,South,Grocery,Air Conditioner,288,1110816,814208.65,296607.35,1570,No,No
2025-06-05,ABC Retail,Central,Furniture,Air Conditioner,11,31955,21697.3,10257.7,1167,No,No
2024-08-28,Global Mart,West,Electronics,Rice 10kg,158,276026,180003.03,96022.97,2811,No,No
2024-01-19,ABC Retail,North,Fashion,Office Chair,189,871668,702472.53,169195.47,3841,Yes,Yes
2025-08-31,Future Bazaar,North,Grocery,Keyboard,450,1372950,870882.68,502067.32,3163,No,No
2025-05-12,Prime Wholesale,Central,Appliances,Keyboard,282,452328,280931.87,171396.13,3528,No,No
2024-09-05,ABC Retail,North,Grocery,Office Chair,430,254560,203153.53,51406.47,2236,Yes,No
2025-12-22,Global Mart,North,Grocery,Keyboard,113,223062,165317.59,57744.41,4119,Yes,No
2023-10-20,Global Mart,West,Furniture,Air Conditioner,380,1480860,937738.9,543121.1,357,No,No
2024-11-30,Global Mart,West,Electronics,Table,92,135976,80589.79,55386.21,4355,No,No
2024-04-04,Future Bazaar,West,Grocery,Mouse,465,2170155,1436105.89,734049.11,4512,Yes,No
2024-04-16,XYZ Stores,East,Furniture,Keyboard,384,1112064,760667.74,351396.26,3099,No,No
2025-10-30,XYZ Stores,East,Electronics,Dining Table,220,956340,760502.95,195837.05,1236,Yes,No
2023-06-11,Future Bazaar,West,Electronics,Printer,480,1199040,787805.99,411234.01,3722,No,No
2023-05-29,Prime Wholesale,North,Fashion,Printer,482,350414,205331.16,145082.84,3264,No,No
2025-09-01,Prime Wholesale,North,Grocery,Refrigerator,311,336813,197027.16,139785.84,1376,Yes,No
2024-10-22,Global Mart,South,Furniture,Mouse,485,2392990,1722908.72,670081.28,1058,Yes,No
2023-07-11,Prime Wholesale,East,Appliances,Printer,14,47712,27324.58,20387.42,3982,Yes,No
2023-12-26,Future Bazaar,West,Fashion,Monitor,197,584302,436833.11,147468.89,1675,No,No
2025-08-17,ABC Retail,South,Appliances,Keyboard,454,377274,318823.0,58451.0,4819,Yes,Yes
2025-06-15,ABC Retail,North,Electronics,Dining Table,448,168896,104370.38,64525.62,1499,No,No
2024-11-08,ABC Retail,North,Furniture,Air Conditioner,108,229824,181142.41,48681.59,706,No,No
2024-03-04,Prime Wholesale,Central,Grocery,Air Conditioner,271,1181018,727945.96,453072.04,1826,Yes,No
2025-12-19,XYZ Stores,Central,Furniture,Rice 10kg,15,7590,5384.89,2205.11,4535,Yes,No
2023-05-26,Future Bazaar,East,Grocery,Dining Table,397,1874237,1505872.02,368364.98,1053,No,No
2023-05-02,Prime Wholesale,Central,Electronics,Monitor,441,966231,767575.16,198655.84,1123,Yes,No
2025-04-05,Future Bazaar,East,Fashion,Sofa,137,348665,220854.82,127810.18,4574,Yes,No
2025-02-09,Global Mart,North,Appliances,Smartphone,255,1104405,773887.71,330517.29,3897,Yes,No
2023-04-13,XYZ Stores,South,Furniture,T-Shirt,499,1738516,1105191.79,633324.21,2830,No,No
2023-06-22,XYZ Stores,Central,Fashion,Rice 10kg,160,88320,48789.53,39530.47,3214,No,No
2024-08-30,Global Mart,East,Furniture,Washing Machine,466,868624,712684.19,155939.81,4956,No,No
2025-04-28,Global Mart,North,Fashion,Printer,306,329868,215648.51,114219.49,2856,Yes,No
2023-03-17,ABC Retail,East,Electronics,Mouse,96,330336,249870.67,80465.33,1864,Yes,No
2025-12-28,ABC Retail,West,Furniture,Air Conditioner,56,169736,121180.91,48555.09,2465,No,No
2025-10-13,ABC Retail,North,Grocery,Rice 10kg,323,1550723,899533.58,651189.42,2145,Yes,No
2024-02-09,ABC Retail,South,Fashion,Mouse,223,1088240,697976.14,390263.86,4955,No,No
2025-02-22,Global Mart,South,Electronics,Refrigerator,250,413250,333652.48,79597.52,4636,No,Yes
2023-03-17,XYZ Stores,South,Grocery,Washing Machine,197,286832,206480.18,80351.82,2380,No,No
2024-12-03,Future Bazaar,West,Appliances,Sofa,376,1546488,940781.68,605706.32,3676,No,No
2024-01-11,XYZ Stores,West,Fashion,Printer,301,941528,542581.3,398946.7,1934,No,No
2024-02-04,Future Bazaar,West,Appliances,T-Shirt,279,298251,223341.95,74909.05,4340,No,No
2024-04-05,Global Mart,West,Appliances,Rice 10kg,115,367080,290591.43,76488.57,4983,No,No
2023-08-12,Prime Wholesale,East,Furniture,Air Conditioner,281,294769,165189.08,129579.92,3548,No,No
2024-06-17,ABC Retail,East,Grocery,Printer,189,778491,501016.23,277474.77,3456,No,No
2024-01-23,Global Mart,Central,Furniture,Rice 10kg,59,116407,65605.63,50801.37,3086,No,Yes
2024-10-10,XYZ Stores,East,Electronics,T-Shirt,115,262430,153569.85,108860.15,2512,Yes,No
2023-07-06,Future Bazaar,North,Appliances,Dining Table,381,480441,325857.16,154583.84,3228,Yes,No
2023-12-07,XYZ Stores,West,Electronics,Laptop,13,45474,25231.71,20242.29,4092,No,No
2024-09-09,Global Mart,South,Grocery,Washing Machine,208,256048,145512.63,110535.37,61,Yes,No
2023-07-01,Future Bazaar,West,Electronics,Air Conditioner,459,2226609,1228245.35,998363.65,4923,No,No
2025-04-24,Prime Wholesale,Central,Electronics,Rice 10kg,370,553890,340982.53,212907.47,2460,Yes,No
2023-01-12,XYZ Stores,North,Furniture,Rice 10kg,433,2071039,1156371.2,914667.8,4205,No,No
2025-07-11,XYZ Stores,Central,Fashion,T-Shirt,395,708630,560992.45,147637.55,2222,Yes,No
2024-09-13,XYZ Stores,West,Fashion,Air Conditioner,343,634893,414132.81,220760.19,2736,No,No
2024-12-29,XYZ Stores,East,Appliances,Washing Machine,105,324240,244441.28,79798.72,1473,Yes,No
2024-12-10,Prime Wholesale,West,Electronics,Mouse,405,409455,336085.44,73369.56,4701,No,No
2024-01-07,Global Mart,North,Appliances,Dining Table,352,251680,160188.15,91491.85,834,No,No
2023-07-09,Global Mart,West,Grocery,T-Shirt,480,2397600,1930895.7,466704.3,375,No,No
2025-04-16,Future Bazaar,East,Grocery,Air Conditioner,228,312360,216782.28,95577.72,2625,No,No
2023-07-12,ABC Retail,North,Furniture,Air Conditioner,392,864360,598948.22,265411.78,901,No,No
2025-08-04,Future Bazaar,West,Appliances,Rice 10kg,170,485520,351296.9,134223.1,3194,No,No
2025-09-13,Future Bazaar,North,Fashion,Rice 10kg,182,49140,29778.45,19361.55,2208,No,No
2023-07-30,XYZ Stores,East,Furniture,Monitor,465,992775,710147.13,282627.87,348,Yes,No
2024-03-15,Future Bazaar,East,Furniture,Table,220,637780,370961.57,266818.43,4556,No,No
2025-06-20,XYZ Stores,West,Electronics,Office Chair,439,881073,565940.74,315132.26,4473,No,No
2024-01-11,Future Bazaar,North,Fashion,Table,272,1213664,998020.95,215643.05,1943,No,No
2023-02-15,Prime Wholesale,North,Appliances,Printer,318,222282,183878.85,38403.15,3687,No,No
2023-11-01,Future Bazaar,North,Appliances,Monitor,16,7440,4777.76,2662.24,3619,No,No
2024-06-21,ABC Retail,West,Grocery,Sofa,418,491986,339479.41,152506.59,4493,No,No
2024-05-14,ABC Retail,East,Furniture,Washing Machine,102,497760,290962.55,206797.45,293,No,No
2023-08-05,XYZ Stores,North,Electronics,Table,499,1841310,1371093.96,470216.04,4795,Yes,No
2025-01-11,Prime Wholesale,West,Furniture,Rice 10kg,484,373648,219722.66,153925.34,962,No,No
2023-03-12,Prime Wholesale,East,Fashion,Smartphone,487,2265524,1313048.48,952475.52,805,Yes,No
2024-01-12,Global Mart,East,Grocery,Dining Table,155,94085,76550.45,17534.55,4566,Yes,No
2025-11-28,Global Mart,South,Fashion,Refrigerator,498,1899870,1159360.13,740509.87,742,Yes,No
2024-01-18,Prime Wholesale,West,Grocery,T-Shirt,451,893431,751627.49,141803.51,4035,No,No
2023-02-02,Global Mart,North,Appliances,Refrigerator,467,769149,642362.36,126786.64,1832,Yes,No
2023-09-28,XYZ Stores,East,Grocery,Smartphone,267,1082952,633459.43,449492.57,1821,No,No
2023-12-30,Future Bazaar,North,Furniture,Air Conditioner,452,2158300,1316182.02,842117.98,1523,No,No
2025-11-14,Future Bazaar,West,Grocery,Monitor,194,631664,425894.6,205769.4,4578,No,No
2024-02-20,Prime Wholesale,East,Furniture,Washing Machine,462,1327788,1044069.79,283718.21,3928,No,No
2023-05-03,Global Mart,West,Appliances,Air Conditioner,376,1869848,1141894.08,727953.92,3268,No,No
2023-05-02,Prime Wholesale,East,Appliances,Keyboard,349,1525130,1070197.48,454932.52,3137,No,No
2023-11-30,XYZ Stores,North,Electronics,T-Shirt,342,381672,314979.74,66692.26,1501,Yes,No
2025-08-09,ABC Retail,North,Fashion,Table,378,1570968,1305597.51,265370.49,1567,No,No
2025-06-07,Global Mart,North,Furniture,Sofa,288,1246752,941664.65,305087.35,1214,Yes,No
2023-06-28,Future Bazaar,West,Electronics,Rice 10kg,65,279890,188674.86,91215.14,863,No,Yes
2025-07-10,Prime Wholesale,Central,Appliances,Mouse,401,658041,505768.26,152272.74,4293,Yes,No
2025-12-25,Future Bazaar,Central,Furniture,Dining Table,467,998446,582802.26,415643.74,1834,No,No
2025-09-25,ABC Retail,North,Grocery,Washing Machine,318,1452942,1117418.46,335523.54,2984,No,Yes
2023-03-17,Global Mart,North,Grocery,Refrigerator,448,1748544,1182021.52,566522.48,2988,Yes,No
2025-11-26,Prime Wholesale,West,Fashion,Office Chair,419,94694,63894.36,30799.64,4589,No,Yes
2023-08-02,ABC Retail,North,Electronics,Printer,94,276454,227276.31,49177.69,4808,No,No
2025-07-07,XYZ Stores,North,Appliances,Mouse,361,462441,384565.68,77875.32,1932,No,No
2024-11-10,Future Bazaar,East,Grocery,Mouse,444,346764,239928.87,106835.13,4390,No,No
2023-10-23,Prime Wholesale,Central,Fashion,Laptop,121,405108,238995.34,166112.66,77,No,No
2023-10-24,Prime Wholesale,East,Furniture,Keyboard,143,500786,318343.55,182442.45,4916,Yes,No
